Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Cellname,Node,CellID,LAC,NetworkTech,NetworkMode,RSRP,RSRQ,SNR,CQI,LTERSSI,ARFCN,DL+AF8-bitrate,UL+AF8-bitrate,PSC,Altitude,Height,Accuracy,Location,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,TESTDOWNLINK,TESTUPLINK,TESTDOWNLINKMAX,TESTUPLINKMAX,Test+AF8-Status,DataConnection+AF8-Type,DataConnection+AF8-Info,Layer,Filemark,IMEI,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,IMSI,MSISDN,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION+AF8-NAME,VERSION+AF8-CODE,DEVICE,BAND,R8,R9,R10,NTech1,NCellName1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NDistance1,NBearing1,NTech2,NCellName2,NCellid2,NLAC2,NCell2,NARFCN2,NRxLev2,NQual2,NDistance2,NBearing2,NTech3,NCellName3,NCellid3,NLAC3,NCell3,NARFCN3,NRxLev3,NQual3,NDistance3,NBearing3,NTech4,NCellName4,NCellid4,NLAC4,NCell4,NARFCN4,NRxLev4,NQual4,NDistance4,NBearing4,NTech5,NCellName5,NCellid5,NLAC5,NCell5,NARFCN5,NRxLev5,NQual5,NDistance5,NBearing5,NTech6,NCellName6,NCellid6,NLAC6,NCell6,NARFCN6,NRxLev6,NQual6,NDistance6,NBearing6,NTech7,NCellName7,NCellid7,NLAC7,NCell7,NARFCN7,NRxLev7,NQual7,NDistance7,NBearing7,NTech8,NCellName8,NCellid8,NLAC8,NCell8,NARFCN8,NRxLev8,NQual8,NDistance8,NBearing8,NTech9,NCellName9,NCellid9,NLAC9,NCell9,NARFCN9,NRxLev9,NQual9,NDistance9,NBearing9,NTech10,NCellName10,NCellid10,NLAC10,NCell10,NARFCN10,NRxLev10,NQual10,NDistance10,NBearing10,NTech11,NCellName11,NCellid11,NLAC11,NCell11,NARFCN11,NRxLev11,NQual11,NDistance11,NBearing11,NTech12,NCellName12,NCellid12,NLAC12,NCell12,NARFCN12,NRxLev12,NQual12,NDistance12,NBearing12,NTech13,NCellName13,NCellid13,NLAC13,NCell13,NARFCN13,NRxLev13,NQual13,NDistance13,NBearing13,NTech14,NCellName14,NCellid14,NLAC14,NCell14,NARFCN14,NRxLev14,NQual14,NDistance14,NBearing14,NTech15,NCellName15,NCellid15,NLAC15,NCell15,NARFCN15,NRxLev15,NQual15,NDistance15,NBearing15,NTech16,NCellName16,NCellid16,NLAC16,NCell16,NARFCN16,NRxLev16,NQual16,NDistance16,NBearing16,NTech17,NCellName17,NCellid17,NLAC17,NCell17,NARFCN17,NRxLev17,NQual17,NDistance17,NBearing17,NTech18,NCellName18,NCellid18,NLAC18,NCell18,NARFCN18,NRxLev18,NQual18,NDistance18,NBearing18,geometry
2019+AC0-11+AC0-24 12:10:00,+AC0-76.51721,44.24393,26,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-112,+AC0-15,5.4,+AC0-,+AC0-75,66811,14821,42,29,45,45,11,G,D,,,,,,,,,,PING,M,13,1,,,+AC0-1,1000,25.103.21.195,7.0,,,,,75,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-105,+AC0-13,,,4G,,,,32.0,5145.0,+AC0-105,+AC0-14,,,4G,,,,440.0,900.0,+AC0-113,+AC0-14,,,4G,,,,294.0,5145.0,+AC0-114,+AC0-19,,,4G,,,,47.0,5145.0,+AC0-114,+AC0-19,,,4G,,,,53.0,5145.0,+AC0-115,+AC0-18,,,4G,,,,318.0,5145.0,+AC0-115,+AC0-18,,,4G,,,,197.0,66811.0,+AC0-116,+AC0-15,,,4G,,,,83.0,66811.0,+AC0-118,+AC0-16,,,4G,,,,207.0,66811.0,+AC0-118,+AC0-19,,,4G,,,,424.0,5145.0,+AC0-118,+AC0-19,,,4G,,,,389.0,900.0,+AC0-119,+AC0-18,,,4G,,,,233.0,900.0,+AC0-119,+AC0-16,,,4G,,,,375.0,900.0,+AC0-119,+AC0-19,,,4G,,,,193.0,66811.0,+AC0-120,+AC0-20,,,4G,,,,53.0,66811.0,+AC0-123,+AC0-18,,,4G,,,,234.0,900.0,+AC0-124,+AC0-19,,,,,,,,,,,,,POINT (+AC0-76.51720999999999 44.24393)
2019+AC0-11+AC0-24 12:10:01,+AC0-76.51721,44.24393,26,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-112,+AC0-15,5.4,+AC0-,+AC0-75,66811,0,0,29,45,45,11,G,D,413.0,413.0,413.0,0.0,0.0,,,,,PING,M,13,1,,,+AC0-1,1000,25.103.21.195,7.0,PING TEST,,,,76,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-105,+AC0-13,,,4G,,,,32.0,5145.0,+AC0-105,+AC0-14,,,4G,,,,440.0,900.0,+AC0-113,+AC0-14,,,4G,,,,294.0,5145.0,+AC0-114,+AC0-19,,,4G,,,,47.0,5145.0,+AC0-114,+AC0-19,,,4G,,,,53.0,5145.0,+AC0-115,+AC0-18,,,4G,,,,318.0,5145.0,+AC0-115,+AC0-18,,,4G,,,,197.0,66811.0,+AC0-116,+AC0-15,,,4G,,,,83.0,66811.0,+AC0-118,+AC0-16,,,4G,,,,207.0,66811.0,+AC0-118,+AC0-19,,,4G,,,,424.0,5145.0,+AC0-118,+AC0-19,,,4G,,,,389.0,900.0,+AC0-119,+AC0-18,,,4G,,,,233.0,900.0,+AC0-119,+AC0-16,,,4G,,,,375.0,900.0,+AC0-119,+AC0-19,,,4G,,,,193.0,66811.0,+AC0-120,+AC0-20,,,4G,,,,53.0,66811.0,+AC0-123,+AC0-18,,,4G,,,,234.0,900.0,+AC0-124,+AC0-19,,,,,,,,,,,,,POINT (+AC0-76.51720999999999 44.24393)
2019+AC0-11+AC0-24 12:10:01,+AC0-76.5173,44.243952,26,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-112,+AC0-15,5.4,+AC0-,+AC0-75,66811,0,0,29,47,47,11,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,7.0,,,,,76,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-105,+AC0-13,,,4G,,,,32.0,5145.0,+AC0-105,+AC0-14,,,4G,,,,440.0,900.0,+AC0-113,+AC0-14,,,4G,,,,294.0,5145.0,+AC0-114,+AC0-19,,,4G,,,,47.0,5145.0,+AC0-114,+AC0-19,,,4G,,,,53.0,5145.0,+AC0-115,+AC0-18,,,4G,,,,318.0,5145.0,+AC0-115,+AC0-18,,,4G,,,,197.0,66811.0,+AC0-116,+AC0-15,,,4G,,,,83.0,66811.0,+AC0-118,+AC0-16,,,4G,,,,207.0,66811.0,+AC0-118,+AC0-19,,,4G,,,,424.0,5145.0,+AC0-118,+AC0-19,,,4G,,,,389.0,900.0,+AC0-119,+AC0-18,,,4G,,,,233.0,900.0,+AC0-119,+AC0-16,,,4G,,,,375.0,900.0,+AC0-119,+AC0-19,,,4G,,,,193.0,66811.0,+AC0-120,+AC0-20,,,4G,,,,53.0,66811.0,+AC0-123,+AC0-18,,,4G,,,,234.0,900.0,+AC0-124,+AC0-19,,,,,,,,,,,,,POINT (+AC0-76.51730000000001 44.243952)
2019+AC0-11+AC0-24 12:10:02,+AC0-76.51742,44.244004,31,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-115,+AC0-14,5.4,+AC0-,+AC0-75,66811,98,4919,29,48,48,11,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,8.0,,,,,77,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-108,+AC0-13,,,4G,,,,32.0,5145.0,+AC0-108,+AC0-14,,,4G,,,,419.0,5145.0,+AC0-112,+AC0-18,,,4G,,,,402.0,5145.0,+AC0-114,+AC0-20,,,4G,,,,440.0,900.0,+AC0-114,+AC0-15,,,4G,,,,294.0,5145.0,+AC0-115,+AC0-20,,,4G,,,,308.0,5145.0,+AC0-115,+AC0-20,,,4G,,,,375.0,900.0,+AC0-118,+AC0-17,,,4G,,,,197.0,66811.0,+AC0-119,+AC0-15,,,4G,,,,207.0,66811.0,+AC0-119,+AC0-18,,,4G,,,,53.0,5145.0,+AC0-119,+AC0-20,,,4G,,,,389.0,900.0,+AC0-120,+AC0-18,,,4G,,,,233.0,900.0,+AC0-120,+AC0-15,,,4G,,,,503.0,900.0,+AC0-122,+AC0-17,,,4G,,,,83.0,66811.0,+AC0-123,+AC0-19,,,4G,,,,53.0,900.0,+AC0-123,+AC0-17,,,4G,,,,53.0,66811.0,+AC0-124,+AC0-18,,,4G,,,,38.0,66811.0,+AC0-125,+AC0-20,,,POINT (+AC0-76.51742 44.244004)
2019+AC0-11+AC0-24 12:10:03,+AC0-76.51754,44.244039,27,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-115,+AC0-14,3.6,+AC0-,+AC0-80,66811,109,2849,29,47,47,11,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.103.21.195,8.0,,,,,78,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-108,+AC0-13,,,4G,,,,32.0,5145.0,+AC0-108,+AC0-14,,,4G,,,,419.0,5145.0,+AC0-112,+AC0-18,,,4G,,,,402.0,5145.0,+AC0-114,+AC0-20,,,4G,,,,440.0,900.0,+AC0-114,+AC0-15,,,4G,,,,294.0,5145.0,+AC0-115,+AC0-20,,,4G,,,,308.0,5145.0,+AC0-115,+AC0-20,,,4G,,,,375.0,900.0,+AC0-118,+AC0-17,,,4G,,,,197.0,66811.0,+AC0-119,+AC0-15,,,4G,,,,207.0,66811.0,+AC0-119,+AC0-18,,,4G,,,,53.0,5145.0,+AC0-119,+AC0-20,,,4G,,,,389.0,900.0,+AC0-120,+AC0-18,,,4G,,,,233.0,900.0,+AC0-120,+AC0-15,,,4G,,,,503.0,900.0,+AC0-122,+AC0-17,,,4G,,,,83.0,66811.0,+AC0-123,+AC0-19,,,4G,,,,53.0,900.0,+AC0-123,+AC0-17,,,4G,,,,53.0,66811.0,+AC0-124,+AC0-18,,,4G,,,,38.0,66811.0,+AC0-125,+AC0-20,,,POINT (+AC0-76.51754 44.244039)
2019+AC0-11+AC0-24 12:10:04,+AC0-76.51763,44.244085999999996,27,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-117,+AC0-19,2.6,+AC0-,+AC0-80,66811,730,5,29,44,44,12,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.103.21.195,8.0,,,,,78,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-108,+AC0-13,,,4G,,,,32.0,5145.0,+AC0-108,+AC0-14,,,4G,,,,419.0,5145.0,+AC0-112,+AC0-18,,,4G,,,,402.0,5145.0,+AC0-114,+AC0-20,,,4G,,,,440.0,900.0,+AC0-114,+AC0-15,,,4G,,,,294.0,5145.0,+AC0-115,+AC0-20,,,4G,,,,308.0,5145.0,+AC0-115,+AC0-20,,,4G,,,,375.0,900.0,+AC0-118,+AC0-17,,,4G,,,,197.0,66811.0,+AC0-119,+AC0-15,,,4G,,,,207.0,66811.0,+AC0-119,+AC0-18,,,4G,,,,53.0,5145.0,+AC0-119,+AC0-20,,,4G,,,,389.0,900.0,+AC0-120,+AC0-18,,,4G,,,,233.0,900.0,+AC0-120,+AC0-15,,,4G,,,,503.0,900.0,+AC0-122,+AC0-17,,,4G,,,,83.0,66811.0,+AC0-123,+AC0-19,,,4G,,,,53.0,900.0,+AC0-123,+AC0-17,,,4G,,,,53.0,66811.0,+AC0-124,+AC0-18,,,4G,,,,38.0,66811.0,+AC0-125,+AC0-20,,,POINT (+AC0-76.51763000000001 44.244086)
2019+AC0-11+AC0-24 12:10:05,+AC0-76.51771,44.244124,28,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-117,+AC0-19,1,+AC0-,+AC0-77,66811,730,5,29,44,44,13,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.103.21.195,8.0,,,,,79,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-110,+AC0-18,,,4G,,,,440.0,900.0,+AC0-110,+AC0-15,,,4G,,,,402.0,5145.0,+AC0-111,+AC0-19,,,4G,,,,419.0,5145.0,+AC0-112,+AC0-18,,,4G,,,,308.0,5145.0,+AC0-112,+AC0-19,,,4G,,,,53.0,5145.0,+AC0-113,+AC0-17,,,4G,,,,32.0,5145.0,+AC0-113,+AC0-20,,,4G,,,,294.0,5145.0,+AC0-113,+AC0-20,,,4G,,,,389.0,900.0,+AC0-116,+AC0-17,,,4G,,,,375.0,900.0,+AC0-116,+AC0-20,,,4G,,,,233.0,900.0,+AC0-117,+AC0-17,,,4G,,,,503.0,900.0,+AC0-117,+AC0-17,,,4G,,,,53.0,66811.0,+AC0-118,+AC0-18,,,4G,,,,197.0,66811.0,+AC0-119,+AC0-20,,,4G,,,,207.0,66811.0,+AC0-119,+AC0-19,,,4G,,,,38.0,66811.0,+AC0-119,+AC0-20,,,4G,,,,31.0,66811.0,+AC0-119,+AC0-19,,,4G,,,,53.0,900.0,+AC0-120,+AC0-17,,,POINT (+AC0-76.51770999999999 44.244124)
2019+AC0-11+AC0-24 12:10:06,+AC0-76.51779,44.244174,31,TELUS,302610,3026105600900002,,540121,2,56009,4G,LTE,+AC0-117,+AC0-19,1,+AC0-,+AC0-77,66811,9671,65,29,58,58,12,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.103.21.195,8.0,,,,,80,2,83DD9,DAC9,138270978,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,29.0,5145.0,+AC0-110,+AC0-18,,,4G,,,,440.0,900.0,+AC0-110,+AC0-15,,,4G,,,,402.0,5145.0,+AC0-111,+AC0-19,,,4G,,,,419.0,5145.0,+AC0-112,+AC0-18,,,4G,,,,308.0,5145.0,+AC0-112,+AC0-19,,,4G,,,,53.0,5145.0,+AC0-113,+AC0-17,,,4G,,,,32.0,5145.0,+AC0-113,+AC0-20,,,4G,,,,294.0,5145.0,+AC0-113,+AC0-20,,,4G,,,,389.0,900.0,+AC0-116,+AC0-17,,,4G,,,,375.0,900.0,+AC0-116,+AC0-20,,,4G,,,,233.0,900.0,+AC0-117,+AC0-17,,,4G,,,,503.0,900.0,+AC0-117,+AC0-17,,,4G,,,,53.0,66811.0,+AC0-118,+AC0-18,,,4G,,,,197.0,66811.0,+AC0-119,+AC0-20,,,4G,,,,207.0,66811.0,+AC0-119,+AC0-19,,,4G,,,,38.0,66811.0,+AC0-119,+AC0-20,,,4G,,,,31.0,66811.0,+AC0-119,+AC0-19,,,4G,,,,53.0,900.0,+AC0-120,+AC0-17,,,POINT (+AC0-76.51779000000001 44.244174)
2019+AC0-11+AC0-24 12:10:07,+AC0-76.51779,44.244174,31,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-112,+AC0-17,0,+AC0-,+AC0-76,2325,31541,170,197,58,58,12,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.103.21.195,,HANDOVER+AF8-DATA+AF8-4G4G,302+AC0-610+AC0-56009+AC0-540121+AC0-2+AC0-66811+AC0-29:302+AC0-610+AC0-56009+AC0-540116+AC0-3+AC0-2325+AC0-197,,,80,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,207.0,2325.0,+AC0-114,+AC0-18,,,4G,,,,474.0,2325.0,+AC0-115,+AC0-19,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,193.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,83.0,2325.0,+AC0-116,+AC0-20,,,4G,,,,375.0,2325.0,+AC0-116,+AC0-19,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51779000000001 44.244174)
2019+AC0-11+AC0-24 12:10:07,+AC0-76.51789,44.244223999999996,31,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-112,+AC0-17,0.4,+AC0-,+AC0-75,2325,31541,170,197,56,56,12,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,,,,,,1,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,207.0,2325.0,+AC0-114,+AC0-18,,,4G,,,,474.0,2325.0,+AC0-115,+AC0-19,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,193.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,83.0,2325.0,+AC0-116,+AC0-20,,,4G,,,,375.0,2325.0,+AC0-116,+AC0-19,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51789000000001 44.244224)
2019+AC0-11+AC0-24 12:10:08,+AC0-76.51789,44.244223999999996,31,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-112,+AC0-17,0.4,+AC0-,+AC0-75,2325,31541,170,197,56,56,12,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,,DOWNLOAD ERROR,,,,1,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,207.0,2325.0,+AC0-114,+AC0-18,,,4G,,,,474.0,2325.0,+AC0-115,+AC0-19,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,193.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,83.0,2325.0,+AC0-116,+AC0-20,,,4G,,,,375.0,2325.0,+AC0-116,+AC0-19,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51789000000001 44.244224)
2019+AC0-11+AC0-24 12:10:08,+AC0-76.51789,44.244223999999996,31,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-112,+AC0-17,0.4,+AC0-,+AC0-75,2325,33030,317,197,56,56,12,G,D,,,,,,19857.0,192.0,32232.0,238.0,,M,13,1,,,+AC0-1,1000,25.103.21.195,18.0,UL/DL TEST,,,,2,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,207.0,2325.0,+AC0-114,+AC0-18,,,4G,,,,474.0,2325.0,+AC0-115,+AC0-19,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,193.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,83.0,2325.0,+AC0-116,+AC0-20,,,4G,,,,375.0,2325.0,+AC0-116,+AC0-19,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51789000000001 44.244224)
2019+AC0-11+AC0-24 12:10:08,+AC0-76.51789,44.244223999999996,31,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-112,+AC0-17,0.4,+AC0-,+AC0-75,2325,33030,317,197,56,56,12,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,18.0,DATA TEST SEQUENCE,,,,2,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,207.0,2325.0,+AC0-114,+AC0-18,,,4G,,,,474.0,2325.0,+AC0-115,+AC0-19,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,193.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,83.0,2325.0,+AC0-116,+AC0-20,,,4G,,,,375.0,2325.0,+AC0-116,+AC0-19,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51789000000001 44.244224)
2019+AC0-11+AC0-24 12:10:08,+AC0-76.518,44.244274,32,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-112,+AC0-17,0.4,+AC0-,+AC0-75,2325,33030,317,197,55,55,12,G,D,,,,,,,,,,PING,M,13,1,,,+AC0-1,1000,25.103.21.195,18.0,,,,,2,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,207.0,2325.0,+AC0-114,+AC0-18,,,4G,,,,474.0,2325.0,+AC0-115,+AC0-19,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,193.0,2325.0,+AC0-115,+AC0-20,,,4G,,,,83.0,2325.0,+AC0-116,+AC0-20,,,4G,,,,375.0,2325.0,+AC0-116,+AC0-19,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.518 44.244274)
2019+AC0-11+AC0-24 12:10:09,+AC0-76.518,44.244274,32,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-114,+AC0-14,0,+AC0-,+AC0-78,2325,682,7,197,55,55,12,G,D,152.0,152.0,152.0,0.0,0.0,,,,,PING,M,13,1,,,+AC0-1,1000,25.103.21.195,18.0,PING TEST,,,,3,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-13,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-17,,,4G,,,,83.0,2325.0,+AC0-119,+AC0-20,,,4G,,,,111.0,2325.0,+AC0-122,+AC0-19,,,4G,,,,207.0,2325.0,+AC0-122,+AC0-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.518 44.244274)
2019+AC0-11+AC0-24 12:10:09,+AC0-76.51807,44.2443,31,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-114,+AC0-14,0,+AC0-,+AC0-78,2325,682,7,197,52,52,12,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,18.0,,,,,3,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-13,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-17,,,4G,,,,83.0,2325.0,+AC0-119,+AC0-20,,,4G,,,,111.0,2325.0,+AC0-122,+AC0-19,,,4G,,,,207.0,2325.0,+AC0-122,+AC0-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51806999999999 44.2443)
2019+AC0-11+AC0-24 12:10:10,+AC0-76.51819,44.244353000000004,33,TELUS,302610,3026105600900003,,540116,3,56009,4G,LTE,+AC0-114,+AC0-14,+AC0-0.2,+AC0-,+AC0-78,2325,51,2831,197,51,51,12,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,18.0,,,,,4,3,83DD4,DAC9,138269699,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,53.0,2325.0,+AC0-115,+AC0-13,,,4G,,,,29.0,2325.0,+AC0-119,+AC0-17,,,4G,,,,83.0,2325.0,+AC0-119,+AC0-20,,,4G,,,,111.0,2325.0,+AC0-122,+AC0-19,,,4G,,,,207.0,2325.0,+AC0-122,+AC0-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51819 44.244353)
2019+AC0-11+AC0-24 12:10:11,+AC0-76.51819,44.244353000000004,33,TELUS,302610,3026105600900002,,540106,2,56009,4G,LTE,+AC0-115,+AC0-12,+AC0-0.2,+AC0-,+AC0-78,2325,89,2779,53,51,51,12,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.103.21.195,,HANDOVER+AF8-DATA+AF8-4G4G,302+AC0-610+AC0-56009+AC0-540116+AC0-3+AC0-2325+AC0-197:302+AC0-610+AC0-56009+AC0-540106+AC0-2+AC0-2325+AC0-53,,,4,2,83DCA,DAC9,138267138,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L4,,,,4G,,,,197.0,2325.0,+AC0-118,+AC0-15,,,4G,,,,29.0,2325.0,+AC0-121,+AC0-18,,,4G,,,,83.0,2325.0,+AC0-121,+AC0-17,,,4G,,,,207.0,2325.0,+AC0-122,+AC0-19,,,4G,,,,31.0,2325.0,+AC0-123,+AC0-20,,,4G,,,,222.0,2325.0,+AC0-124,+AC0-20,,,4G,,,,3.0,2325.0,+AC0-126,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.51819 44.244353)
